headline,publication_date,news_source,sector,sentiment_label,market_impact
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2022-02-14 11:10:53.170634126,Financial Express,Real Estate,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 14.4%; 5 stocks added/removed,2022-02-14 16:26:18.555711142,Reuters India,Metals & Mining,Neutral,Neutral
India WPI inflation prints at 8.9% for Dec; IIP data due next week,2022-02-14 21:41:43.940788157,Reuters India,Infrastructure,Neutral,Neutral
Yes Bank announces rights issue at ₹445 per share; record date set,2022-02-15 02:57:09.325865173,MoneyControl,Auto,Neutral,Neutral
Reliance Industries announces ₹2429 Cr CAPEX for pan-India digital infrastructure rollout,2022-02-15 08:12:34.710942188,MoneyControl,FMCG,Positive,Bullish
India forex reserves hit 1058 billion USD as RBI intervention stabilises rupee,2022-02-15 13:28:00.096019203,BloombergQuint,Auto,Positive,Bullish
"IDFC First Bank Q3 net profit surges 33.1%, beats Bloomberg analyst estimates",2022-02-15 18:43:25.481096219,Financial Express,BFSI,Positive,Bullish
Kotak Mahindra board rejects merger proposal; institutional investors express concern,2022-02-15 23:58:50.866173234,Economic Times,Energy,Negative,Bearish
"India GDP growth accelerates to 36.6% in Q4, ahead of IMF projections",2022-02-16 05:14:16.251250250,Economic Times,Auto,Positive,Bullish
Bond yields spike 50bps after higher-than-expected US Fed rate guidance,2022-02-16 10:29:41.636327265,Financial Express,Metals & Mining,Negative,Bearish
HDFC Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2022-02-16 15:45:07.021404280,Reuters India,Infrastructure,Positive,Bullish
"Nifty 50 hits record 740 as broad-based rally lifts mid-cap, small-cap indices",2022-02-16 21:00:32.406481296,MoneyControl,Metals & Mining,Positive,Bullish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2022-02-17 02:15:57.791558311,Financial Express,Telecom,Positive,Bullish
Energy sector FDI inflows at 1673 million USD in April-May FY22,2022-02-17 07:31:23.176635327,Business Standard,Energy,Neutral,Neutral
"RBI keeps repo rate unchanged, signals accommodative stance for Q2 FY24",2022-02-17 12:46:48.561712342,MoneyControl,Energy,Positive,Bullish
GST collections cross ₹2529 Cr for Octth consecutive month,2022-02-17 18:02:13.946789357,Reuters India,Metals & Mining,Positive,Bullish
Zomato announces ₹4057 Cr CAPEX for pan-India digital infrastructure rollout,2022-02-17 23:17:39.331866373,Business Standard,IT Services,Positive,Bullish
India forex reserves hit 4404 billion USD as RBI intervention stabilises rupee,2022-02-18 04:33:04.716943388,Mint,IT Services,Positive,Bullish
India forex reserves hit 2773 billion USD as RBI intervention stabilises rupee,2022-02-18 09:48:30.102020404,Financial Express,Real Estate,Positive,Bullish
India WPI inflation prints at 22.8% for Mar; IIP data due next week,2022-02-18 15:03:55.487097419,Economic Times,BFSI,Neutral,Neutral
NCLAT hears Maruti Suzuki insolvency appeal; next hearing scheduled for Mar,2022-02-18 20:19:20.872174434,Business Standard,Energy,Neutral,Neutral
HDFC Life announces ₹4361 Cr CAPEX for pan-India digital infrastructure rollout,2022-02-19 01:34:46.257251450,Business Standard,Metals & Mining,Positive,Bullish
Delhivery announces ₹1322 Cr CAPEX for pan-India digital infrastructure rollout,2022-02-19 06:50:11.642328465,MoneyControl,IT Services,Positive,Bullish
Delhivery profit warning: EBITDA margins to decline 33.0% on high input costs,2022-02-19 12:05:37.027405481,Business Standard,Metals & Mining,Negative,Bearish
"IDFC First Bank Q1 net profit surges 11.5%, beats Bloomberg analyst estimates",2022-02-19 17:21:02.412482496,Reuters India,Auto,Positive,Bullish
India current account deficit widens to 35.0% of GDP in Q3 FY22,2022-02-19 22:36:27.797559511,Reuters India,BFSI,Negative,Bearish
NCLAT hears HDFC Life insolvency appeal; next hearing scheduled for May,2022-02-20 03:51:53.182636527,Reuters India,Infrastructure,Neutral,Neutral
Sensex rallies 587 points as FIIs pump ₹3499 Cr into Indian equities,2022-02-20 09:07:18.567713542,BloombergQuint,Metals & Mining,Positive,Bullish
India WPI inflation prints at 7.3% for Jul; IIP data due next week,2022-02-20 14:22:43.952790558,MoneyControl,Infrastructure,Neutral,Neutral
NCLAT hears ONGC insolvency appeal; next hearing scheduled for Oct,2022-02-20 19:38:09.337867573,BloombergQuint,FMCG,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2022-02-21 00:53:34.722944588,BloombergQuint,FMCG,Neutral,Neutral
ICICI Bank announces rights issue at ₹72 per share; record date set,2022-02-21 06:09:00.108021604,Reuters India,FMCG,Neutral,Neutral
"RBI keeps repo rate unchanged, signals accommodative stance for Q4 FY24",2022-02-21 11:24:25.493098619,Reuters India,FMCG,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 11 key sectors,2022-02-21 16:39:50.878175635,Financial Express,FMCG,Neutral,Neutral
Bond yields spike 50bps after higher-than-expected US Fed rate guidance,2022-02-21 21:55:16.263252650,BloombergQuint,Infrastructure,Negative,Bearish
India forex reserves hit 3423 billion USD as RBI intervention stabilises rupee,2022-02-22 03:10:41.648329666,Business Standard,FMCG,Positive,Bullish
SEBI board meets to review derivative market norms for Q1 FY24,2022-02-22 08:26:07.033406681,BloombergQuint,Metals & Mining,Neutral,Neutral
NSE updates margin framework for equity derivatives from Jun onwards,2022-02-22 13:41:32.418483697,MoneyControl,Energy,Neutral,Neutral
India current account deficit widens to 30.9% of GDP in Q1 FY22,2022-02-22 18:56:57.803560712,Mint,FMCG,Negative,Bearish
"RBI keeps repo rate unchanged, signals accommodative stance for Q3 FY23",2022-02-23 00:12:23.188637727,Economic Times,Energy,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 11.8%; 13 stocks added/removed,2022-02-23 05:27:48.573714743,Economic Times,IT Services,Neutral,Neutral
MSCI rebalancing: India's weight adjusted to 25.1%; 2 stocks added/removed,2022-02-23 10:43:13.958791758,CNBC TV18,FMCG,Neutral,Neutral
Axis Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2022-02-23 15:58:39.343868774,Reuters India,Infrastructure,Positive,Bullish
HDFC Life profit warning: EBITDA margins to decline 47.8% on high input costs,2022-02-23 21:14:04.728945789,Mint,FMCG,Negative,Bearish
"UPI transaction volume crosses 1344 Cr in Nov, new all-time high",2022-02-24 02:29:30.114022804,Mint,Pharma,Positive,Bullish
HDFC Bank board rejects merger proposal; institutional investors express concern,2022-02-24 07:44:55.499099820,Mint,BFSI,Negative,Bearish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2022-02-24 13:00:20.884176835,Financial Express,Pharma,Positive,Bullish
Sensex rallies 112 points as FIIs pump ₹4408 Cr into Indian equities,2022-02-24 18:15:46.269253851,Economic Times,FMCG,Positive,Bullish
RBI monetary policy committee holds repo rate at 7.27%; next review in Nov,2022-02-24 23:31:11.654330866,Reuters India,Metals & Mining,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2022-02-25 04:46:37.039407881,Financial Express,Energy,Neutral,Neutral
India forex reserves hit 791 billion USD as RBI intervention stabilises rupee,2022-02-25 10:02:02.424484897,BloombergQuint,BFSI,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q3 FY24",2022-02-25 15:17:27.809561912,Economic Times,IT Services,Positive,Bullish
Sensex rallies 1024 points as FIIs pump ₹2627 Cr into Indian equities,2022-02-25 20:32:53.194638928,Mint,FMCG,Positive,Bullish
Monsoon deficit at 46.0% below normal; agri-loan stress feared in Tier-2/3 markets,2022-02-26 01:48:18.579715943,BloombergQuint,Auto,Negative,Bearish
MSCI rebalancing: India's weight adjusted to 16.9%; 11 stocks added/removed,2022-02-26 07:03:43.964792958,Business Standard,Energy,Neutral,Neutral
"Nifty 50 hits record 537 as broad-based rally lifts mid-cap, small-cap indices",2022-02-26 12:19:09.349869974,Reuters India,Metals & Mining,Positive,Bullish
"India GDP growth accelerates to 3.4% in Q4, ahead of IMF projections",2022-02-26 17:34:34.734946989,MoneyControl,Energy,Positive,Bullish
"Nifty 50 hits record 302 as broad-based rally lifts mid-cap, small-cap indices",2022-02-26 22:50:00.120024005,Business Standard,FMCG,Positive,Bullish
SEBI probes Paytm for insider trading; shares locked in lower circuit,2022-02-27 04:05:25.505101020,Reuters India,Energy,Negative,Bearish
Auto sector FDI inflows at 1762 million USD in April-Apr FY24,2022-02-27 09:20:50.890178035,BloombergQuint,Auto,Neutral,Neutral
"Nifty 50 hits record 384 as broad-based rally lifts mid-cap, small-cap indices",2022-02-27 14:36:16.275255051,MoneyControl,Real Estate,Positive,Bullish
ICICI Bank upgrades credit outlook to 'Stable'; Moody's cites strong capital buffers,2022-02-27 19:51:41.660332066,MoneyControl,FMCG,Positive,Bullish
MSCI rebalancing: India's weight adjusted to 44.7%; 12 stocks added/removed,2022-02-28 01:07:07.045409082,Reuters India,FMCG,Neutral,Neutral
GST collections cross ₹4654 Cr for Decth consecutive month,2022-02-28 06:22:32.430486097,Business Standard,IT Services,Positive,Bullish
NSE updates margin framework for equity derivatives from Jun onwards,2022-02-28 11:37:57.815563112,Economic Times,Infrastructure,Neutral,Neutral
SEBI probes ITC for insider trading; shares locked in lower circuit,2022-02-28 16:53:23.200640128,BloombergQuint,FMCG,Negative,Bearish
Sensex rallies 1118 points as FIIs pump ₹4251 Cr into Indian equities,2022-02-28 22:08:48.585717143,MoneyControl,Telecom,Positive,Bullish
GST collections cross ₹2259 Cr for Octth consecutive month,2022-03-01 03:24:13.970794159,CNBC TV18,Pharma,Positive,Bullish
"RBI keeps repo rate unchanged, signals accommodative stance for Q4 FY22",2022-03-01 08:39:39.355871174,CNBC TV18,Real Estate,Positive,Bullish
"IDFC First Bank Q2 net profit surges 45.0%, beats Bloomberg analyst estimates",2022-03-01 13:55:04.740948189,MoneyControl,Pharma,Positive,Bullish
Bond yields spike 35bps after higher-than-expected US Fed rate guidance,2022-03-01 19:10:30.126025205,Mint,FMCG,Negative,Bearish
SEBI board meets to review derivative market norms for Q2 FY24,2022-03-02 00:25:55.511102220,Reuters India,FMCG,Neutral,Neutral
MSCI rebalancing: India's weight adjusted to 40.9%; 11 stocks added/removed,2022-03-02 05:41:20.896179236,Business Standard,Energy,Neutral,Neutral
ITC announces ₹2948 Cr CAPEX for pan-India digital infrastructure rollout,2022-03-02 10:56:46.281256251,Financial Express,FMCG,Positive,Bullish
"IT majors TCS, Infosys report strong deal wins; sector outlook upgraded to 'Buy'",2022-03-02 16:12:11.666333266,Financial Express,Infrastructure,Positive,Bullish
NCLAT hears Zomato insolvency appeal; next hearing scheduled for Apr,2022-03-02 21:27:37.051410282,BloombergQuint,Real Estate,Neutral,Neutral
Credit card defaults surge 44.7% YoY; RBI flags retail lending risks,2022-03-03 02:43:02.436487297,Business Standard,Telecom,Negative,Bearish
Credit card defaults surge 35.4% YoY; RBI flags retail lending risks,2022-03-03 07:58:27.821564313,Reuters India,Infrastructure,Negative,Bearish
Axis Bank board rejects merger proposal; institutional investors express concern,2022-03-03 13:13:53.206641328,Mint,Auto,Negative,Bearish
Credit card defaults surge 11.1% YoY; RBI flags retail lending risks,2022-03-03 18:29:18.591718343,CNBC TV18,Auto,Negative,Bearish
India WPI inflation prints at 13.3% for Feb; IIP data due next week,2022-03-03 23:44:43.976795359,BloombergQuint,Real Estate,Neutral,Neutral
NSE updates margin framework for equity derivatives from Nov onwards,2022-03-04 05:00:09.361872374,Reuters India,Real Estate,Neutral,Neutral
Infosys profit warning: EBITDA margins to decline 45.5% on high input costs,2022-03-04 10:15:34.746949390,Business Standard,Telecom,Negative,Bearish
Energy sector EBITDA margins expand QoQ amid easing input cost pressures,2022-03-04 15:31:00.132026405,Reuters India,Energy,Positive,Bullish
NCLAT hears Paytm insolvency appeal; next hearing scheduled for Feb,2022-03-04 20:46:25.517103420,Business Standard,IT Services,Neutral,Neutral
India current account deficit widens to 33.9% of GDP in Q2 FY22,2022-03-05 02:01:50.902180436,Economic Times,IT Services,Negative,Bearish
SEBI approves simplified IPO norms; Dalal Street cheers listing reforms,2022-03-05 07:17:16.287257451,MoneyControl,Energy,Positive,Bullish
"Nifty 50 hits record 818 as broad-based rally lifts mid-cap, small-cap indices",2022-03-05 12:32:41.672334467,Mint,IT Services,Positive,Bullish
Kotak Mahindra NPA ratio rises to 15.2% in Q3; provisions surge QoQ,2022-03-05 17:48:07.057411482,Mint,IT Services,Negative,Bearish
Yes Bank NPA ratio rises to 46.3% in Q3; provisions surge QoQ,2022-03-05 23:03:32.442488497,Reuters India,Energy,Negative,Bearish
Punjab National Bank announces rights issue at ₹126 per share; record date set,2022-03-06 04:18:57.827565513,BloombergQuint,BFSI,Neutral,Neutral
SEBI board meets to review derivative market norms for Q2 FY23,2022-03-06 09:34:23.212642528,Economic Times,Auto,Neutral,Neutral
RBI releases draft guidelines on digital lending regulations for public comment,2022-03-06 14:49:48.597719544,CNBC TV18,FMCG,Neutral,Neutral
SBI announces rights issue at ₹451 per share; record date set,2022-03-06 20:05:13.982796559,CNBC TV18,Telecom,Neutral,Neutral
Auto sector EBITDA margins expand QoQ amid easing input cost pressures,2022-03-07 01:20:39.367873574,Reuters India,Auto,Positive,Bullish
Finance Ministry reviews PLI scheme performance across 11 key sectors,2022-03-07 06:36:04.752950590,BloombergQuint,IT Services,Neutral,Neutral
India forex reserves hit 3191 billion USD as RBI intervention stabilises rupee,2022-03-07 11:51:30.138027605,Mint,Energy,Positive,Bullish
Energy sector FDI inflows at 706 million USD in April-Dec FY23,2022-03-07 17:06:55.523104621,Financial Express,Energy,Neutral,Neutral
Infrastructure sector FDI inflows at 3592 million USD in April-Jul FY22,2022-03-07 22:22:20.908181636,Business Standard,Infrastructure,Neutral,Neutral
Finance Ministry reviews PLI scheme performance across 7 key sectors,2022-03-08 03:37:46.293258652,CNBC TV18,FMCG,Neutral,Neutral
Real Estate sector faces GST scrutiny; ₹3166 Cr ITC claims flagged by CBIC,2022-03-08 08:53:11.678335667,Mint,Real Estate,Negative,Bearish
India WPI inflation prints at 8.8% for Jan; IIP data due next week,2022-03-08 14:08:37.063412682,Economic Times,BFSI,Neutral,Neutral
NSE updates margin framework for equity derivatives from Dec onwards,2022-03-08 19:24:02.448489698,BloombergQuint,Metals & Mining,Neutral,Neutral
Metals & Mining sector faces GST scrutiny; ₹4647 Cr ITC claims flagged by CBIC,2022-03-09 00:39:27.833566713,Financial Express,Metals & Mining,Negative,Bearish
"India GDP growth accelerates to 36.7% in Q1, ahead of IMF projections",2022-03-09 05:54:53.218643729,Mint,FMCG,Positive,Bullish
Adani Enterprises announces ₹1184 Cr CAPEX for pan-India digital infrastructure rollout,2022-03-09 11:10:18.603720744,BloombergQuint,Pharma,Positive,Bullish
NSE updates margin framework for equity derivatives from Mar onwards,2022-03-09 16:25:43.988797759,BloombergQuint,Energy,Neutral,Neutral
Bond yields spike 50bps after higher-than-expected US Fed rate guidance,2022-03-09 21:41:09.373874775,Reuters India,Metals & Mining,Negative,Bearish
"Bank of Baroda Q1 net profit surges 39.3%, beats Bloomberg analyst estimates",2022-03-10 02:56:34.758951790,BloombergQuint,BFSI,Positive,Bullish
"Nifty 50 hits record 390 as broad-based rally lifts mid-cap, small-cap indices",2022-03-10 08:12:00.144028806,Economic Times,Telecom,Positive,Bullish
NSE updates margin framework for equity derivatives from Jan onwards,2022-03-10 13:27:25.529105821,Financial Express,Metals & Mining,Neutral,Neutral
"UPI transaction volume crosses 1546 Cr in Jan, new all-time high",2022-03-10 18:42:50.914182836,MoneyControl,BFSI,Positive,Bullish
India WPI inflation prints at 23.9% for Feb; IIP data due next week,2022-03-10 23:58:16.299259852,Financial Express,Metals & Mining,Neutral,Neutral
GST collections cross ₹704 Cr for Septh consecutive month,2022-03-11 05:13:41.684336867,Financial Express,FMCG,Positive,Bullish
